Date,active_calories,sedentary_time,steps,activity_score,readiness_score,sleep_score,temperature_deviation,average_breath,average_heart_rate,average_hrv,awake_time,deep_sleep_duration,efficiency,latency,light_sleep_duration,rem_sleep_duration,time_in_bed,total_sleep_duration
9/19/23,655,36540,8508,85,81,81,-0.07,13.25,60.16,30,2370,5880,91,390,14580,4230,27060,24690
9/20/23,610,28200,5409,87,85,89,0.05,13.125,58.86,30,2379,7020,92,540,15510,5490,30399,28020
9/21/23,404,35940,5505,80,86,88,-0.07,13.25,59.52,33,3344,7260,89,810,13440,5610,29654,26310
9/22/23,658,37980,8442,84,81,85,-0.07,13.5,59.81,32,2180,5100,92,360,15030,5490,27800,25620
9/23/23,209,49380,3604,78,76,88,-0.01,13.75,60.76,26,2166,4890,93,300,18780,5280,31116,28950
9/24/23,338,37020,6059,79,84,75,0.02,13.375,58.85,32,2637,5670,90,1350,12300,5160,25767,23130
9/25/23,582,41100,4363,78,90,83,-0.49,12.75,55.17,37,1328,5310,95,180,15420,5370,27428,26100
9/26/23,828,31140,12900,82,86,82,-0.04,13.25,59.28,34,2640,5820,91,420,14550,5550,28560,25920
9/27/23,363,42600,4872,77,81,82,-0.16,13.125,62.67,28,2722,5010,90,390,15360,5160,28252,25530
9/28/23,321,46200,5685,76,88,82,0.1,13,62.39,30,3747,5760,87,360,14040,5970,29517,25770
9/29/23,619,43140,5585,78,81,71,-0.17,12.125,57.99,37,1671,4230,92,300,11910,4170,21981,20310
9/30/23,569,37260,8949,84,66,44,-0.01,12.75,63.82,30,1915,1620,87,150,8700,2580,14815,12900
10/1/23,619,21600,11402,91,78,78,0.01,12.375,61.24,30,1740,7080,93,360,10740,5520,25080,23340
10/2/23,359,39060,6670,79,81,76,-0.08,11.625,57.26,42,1941,6360,92,390,13080,3150,24531,22590
10/3/23,216,40440,4153,72,83,78,0.36,12.625,62.62,32,2970,5100,89,690,12720,5430,26220,23250
10/4/23,470,36120,9046,72,78,82,0.15,13.875,63.23,27,1823,6690,93,330,12210,5580,26303,24480
10/5/23,1018,22140,10722,90,83,80,0,12.75,59.05,38,2513,5430,91,1080,14940,3840,26723,24210
10/6/23,979,23280,11769,90,83,86,-0.13,13.375,58.58,31,2319,4410,92,210,18240,5700,30669,28350
10/7/23,616,23880,10954,89,82,86,0.03,13.75,58.68,38,6210,5370,85,2730,24090,5610,41280,35070
10/8/23,914,30780,12237,87,81,72,0.2,13.375,62.75,30,3194,5070,87,390,11730,4650,24644,21450
10/9/23,606,30360,5722,85,88,90,0.05,12.875,57.59,40,1683,6120,94,630,15930,6210,29943,28260
10/10/23,745,25920,9745,84,92,88,-0.18,12.875,54.84,44,3030,6480,90,360,14940,6690,31140,28110
10/11/23,543,31500,9403,79,84,93,0.1,12.875,57.06,39,3030,6390,91,750,17550,6510,33480,30450
10/12/23,730,28800,7704,91,88,91,0.34,13,58.66,35,2010,6360,94,210,19560,5850,33780,31770
10/13/23,820,37740,11246,88,81,80,0.08,13.5,59.83,34,3221,5070,89,210,16710,4200,29201,25980
10/14/23,248,45840,4421,81,85,80,0.08,12.875,58.61,36,1842,4800,93,420,16650,4950,28242,26400
10/15/23,583,37440,4376,80,88,75,0.08,12.875,56.54,38,3030,6270,88,810,12090,4530,25920,22890
10/16/23,688,40260,8430,83,85,78,-0.28,12.75,55.59,37,1712,5370,93,510,12150,5250,24482,22770
10/17/23,475,29400,8397,86,88,83,-0.19,13,55.99,33,2365,6450,91,750,13560,4980,27355,24990
10/18/23,759,39720,9994,88,81,88,0.14,14,66.01,25,2369,6390,92,630,17760,4770,31289,28920
10/19/23,613,27360,11338,92,80,77,0,12.625,55.14,41,2679,5130,89,540,11760,4470,24039,21360
10/20/23,878,29400,11686,91,80,82,0.02,13.625,59.77,30,1650,4500,94,480,16290,4560,27000,25350
10/21/23,281,14160,5295,90,76,90,0.02,13.875,63.22,28,1826,7260,94,270,14460,7320,30866,29040
10/22/23,355,30480,6391,90,85,90,0.12,13.125,56.84,36,1975,6660,94,240,17010,5610,31255,29280
10/23/23,626,34740,8626,85,95,91,-0.3,13.25,54.66,41,3104,7230,91,810,21420,4590,36344,33240
10/24/23,592,29580,5525,91,84,82,-0.02,13.625,58.15,31,2854,4050,90,660,12990,7650,27544,24690
10/25/23,430,34500,7645,84,84,77,-0.21,13.875,58.85,31,2880,6870,89,1050,12060,3810,25620,22740
10/26/23,307,38040,5559,77,76,90,0.47,13.625,61.96,30,2817,7320,91,690,15450,5640,31227,28410
10/27/23,637,37080,6108,75,95,89,-0.07,13.125,55.21,39,1955,7830,93,810,13620,5940,29345,27390
10/28/23,618,33120,9673,75,86,79,-0.25,12.875,54.94,37,2533,5580,90,900,11430,6510,26053,23520
10/29/23,392,33720,6971,72,84,71,-0.17,13.375,55.7,34,2610,6120,89,480,10500,5130,24360,21750
10/30/23,434,35940,3930,70,85,78,0.2,13.625,57.93,30,2550,7500,91,390,12600,4230,26880,24330
10/31/23,398,37080,7194,58,80,76,-0.1,13,59.11,32,1290,5550,94,390,11070,4950,22860,21570
11/1/23,363,33840,6691,59,91,85,-0.08,13.125,55.38,34,3569,6870,88,420,11400,7290,29129,25560
11/2/23,784,37920,9669,72,81,79,0.09,12.75,59.39,35,2010,6300,93,180,15360,3750,27420,25410
11/3/23,541,42540,5530,70,82,80,-0.19,13,57.04,35,2190,5760,91,660,11850,4980,24780,22590
11/4/23,690,35640,8840,80,81,80,-0.02,13.375,64.05,25,3092,7290,89,600,12570,6090,29042,25950
11/5/23,1059,25620,9048,88,76,83,0.11,13.125,62.77,26,2438,7830,92,420,14550,5490,30308,27870
11/6/23,841,35340,10902,89,84,86,0.14,13.25,59.64,29,2910,5940,90,960,14430,5400,28680,25770
11/7/23,521,35160,7446,87,75,84,0.11,13.625,60.2,27,1530,5340,94,210,13920,5910,26700,25170
11/8/23,307,38280,5804,89,85,88,-0.01,13.5,58.61,34,3000,5670,90,360,14940,7170,30780,27780
11/9/23,862,28920,6235,91,81,93,0.01,13.375,56.18,40,2310,6150,93,780,15060,7680,31200,28890
11/10/23,782,34560,11406,94,84,93,0.17,13.875,59.65,31,3330,6360,90,780,17730,5640,33060,29730
11/11/23,328,30900,6143,90,83,89,0.13,13.25,59.59,33,2261,7530,93,570,16590,5100,31481,29220
11/12/23,657,26340,7420,92,84,87,0.07,13.875,58.91,36,1735,7800,94,180,13920,5790,29245,27510
11/13/23,933,32100,11352,91,85,86,0.3,13.625,57.99,35,3060,6300,90,1380,16350,4710,30420,27360
11/14/23,679,29400,7282,95,80,80,0.11,13.625,57.9,26,2163,6270,92,330,14040,4560,27033,24870
11/15/23,339,26040,6409,93,92,85,-0.08,13,52.04,43,2398,7200,92,480,13890,5580,29068,26670
11/16/23,715,29820,10428,91,92,83,-0.07,13.125,54.9,34,3170,6390,89,180,13410,5610,28580,25410
11/17/23,277,43260,4984,83,88,83,-0.07,14.125,56.45,31,2810,4740,90,1290,14160,5730,27440,24630
11/18/23,961,29880,12168,91,91,82,-0.07,13.375,56.73,32,2816,5580,90,360,14130,5310,27836,25020
11/19/23,592,33660,6476,89,83,87,0.14,13.25,59.99,29,1890,5700,94,450,15240,6390,29220,27330
11/20/23,391,30480,7207,86,89,84,0.03,13.25,58.02,31,2101,5250,92,810,14010,6390,27751,25650
11/21/23,732,24720,9232,88,79,73,0.07,13.5,58.6,33,5164,6120,83,3570,15270,4500,31054,25890
11/22/23,365,33600,6861,85,90,83,-0.04,13,57.72,35,3815,5460,88,1590,16710,6150,32135,28320
11/23/23,364,36060,6692,80,87,84,0.14,13.375,59.05,30,3270,3960,90,210,19050,6420,32700,29430
11/24/23,488,36480,7853,80,88,85,-0.04,14,58.02,34,2700,5880,91,150,15960,6840,31380,28680
11/25/23,902,25080,9910,87,81,82,0.2,13.75,59.96,28,2605,5580,92,210,18000,5190,31375,28770
11/26/23,759,31380,10479,85,86,78,-0.01,13.25,58.33,32,3998,6600,87,1590,15390,3960,29948,25950
11/27/23,244,37500,4662,83,87,82,-0.22,13,57.66,36,3150,5760,89,1080,13680,5040,27630,24480
11/28/23,491,35400,6339,77,93,85,-0.11,12.5,55.72,41,2490,6390,91,420,11640,6720,27240,24750
11/29/23,305,43140,5445,74,79,78,-0.11,13.25,60.91,30,2310,7410,91,240,10890,4770,25380,23070
11/30/23,517,44820,6791,77,86,78,-0.04,12.5,56.97,37,1860,5520,92,540,13020,4020,24420,22560
12/1/23,888,38700,7699,84,66,71,0.01,13.625,64.61,23,2280,5250,90,630,12930,3480,23940,21660
12/2/23,704,32460,7399,85,60,72,-0.05,13.5,67.46,18,4710,5430,83,1020,11820,5640,27600,22890
12/3/23,439,25560,7719,80,75,72,-0.06,12.625,63.04,23,2910,5400,89,1500,12930,4740,25980,23070
12/4/23,516,35460,8733,79,82,84,0.21,13,59.96,34,1606,6810,94,270,15270,4950,28636,27030
12/5/23,594,41460,8919,83,74,81,0.08,13.875,61.73,31,2820,6930,89,180,10440,5910,26100,23280
12/6/23,446,40560,7977,83,70,86,0.29,14.25,66.59,24,2725,5400,91,240,17310,4740,30175,27450
12/7/23,672,33360,8958,90,79,84,0.14,12.875,61.86,26,3390,6630,89,270,13020,7440,30480,27090
12/8/23,681,34080,6612,89,79,85,-0.08,13.5,60.43,29,2190,5280,92,720,14100,6330,27900,25710
12/9/23,400,30960,7229,85,72,75,-0.08,13,62.04,28,3270,5340,86,930,11070,4320,24000,20730
12/10/23,646,27060,10291,88,87,81,0,13.125,59.66,32,2590,6240,90,720,11670,6360,26860,24270
12/11/23,736,35820,4810,89,77,89,0.2,13.125,63.12,28,1800,5730,94,330,17700,5670,30900,29100
12/12/23,288,37740,5312,83,85,86,0.01,13,59.23,33,2220,6420,92,240,13710,6390,28740,26520
12/13/23,583,41160,5658,83,90,88,-0.01,12.75,56.4,36,1528,5730,94,720,12840,7410,27508,25980
12/14/23,661,38880,8735,84,83,78,-0.06,12.375,58.02,35,3570,6030,87,1590,11910,5250,26760,23190
12/15/23,497,33960,7921,81,85,87,0.08,13,60.1,26,1907,6540,93,480,13980,6210,28637,26730
12/16/23,812,37620,6878,84,82,84,0.1,13.75,61.19,31,1680,7110,94,300,13800,5670,28260,26580
12/17/23,956,25260,9678,93,68,83,0.19,13.625,67.11,23,1565,5280,94,360,14460,5820,27125,25560
12/18/23,646,32700,8687,90,83,90,0.03,13.625,60.35,28,3372,5670,90,990,20370,4590,34002,30630
12/19/23,312,36780,5276,86,86,86,0.07,13.375,59.06,38,2065,4770,93,450,14910,6390,28135,26070
12/20/23,486,40860,5078,88,91,88,0.23,13.625,58.64,37,3132,6750,90,510,17310,4830,32022,28890
12/21/23,779,23580,8960,93,84,73,-0.05,13.125,56.5,37,4186,6330,85,2340,11580,5550,27646,23460
12/22/23,490,33960,8770,90,87,94,-0.22,13.375,56.47,33,2220,7020,93,720,16530,7590,33360,31140
12/23/23,382,35040,7124,82,71,71,0.05,13.625,64.59,22,4077,5400,85,330,13260,4260,26997,22920
12/24/23,880,35760,9530,85,92,81,-0.13,14.25,57.12,38,3685,6870,88,420,14460,5460,30475,26790
12/25/23,501,30060,8857,82,77,73,-0.01,14,60.14,34,3450,4860,87,960,14940,2850,26100,22650
12/26/23,491,31020,8122,81,89,89,-0.12,14.125,59.35,34,2258,6420,93,240,19020,6780,34478,32220
12/27/23,238,22020,4398,79,84,87,0.06,13.875,61.86,29,1646,7620,95,180,15120,6780,31166,29520
12/28/23,420,25440,7670,68,75,78,0.04,14.25,63.3,24,2880,6120,90,450,14460,5340,28800,25920
12/29/23,829,27240,7988,79,93,82,-0.23,12.875,55.06,38,3480,6420,88,780,14910,5370,30180,26700
12/30/23,484,33300,8631,75,75,75,-0.16,14.125,62.17,29,3356,4590,88,630,17490,2820,28256,24900
12/31/23,468,33660,8185,66,92,83,-0.09,12.625,55.95,37,1530,6420,95,510,15090,5640,28680,27150
1/1/24,335,36000,5909,64,86,82,0.06,13.25,61.27,27,3295,6390,89,720,15180,5490,30355,27060
1/2/24,608,31020,5176,72,87,82,0.26,13,55.07,42,3000,7980,89,1110,12330,5250,28560,25560
1/3/24,500,37620,5654,72,87,91,0.25,13.625,60.03,32,2803,7500,91,750,15420,5790,31513,28710
1/4/24,378,30720,6689,72,85,80,-0.12,13.125,59.99,27,2670,7260,90,990,11160,5070,26160,23490
1/5/24,424,36900,5987,66,58,67,0.39,13.75,69.23,22,4574,4320,84,3300,17250,3030,29174,24600
1/6/24,427,33300,6726,65,83,82,0.09,13.25,62.7,27,2192,6390,92,180,14160,5700,28442,26250
1/7/24,563,36900,6758,74,83,82,-0.11,13.375,59.59,31,3058,4560,89,870,16410,4620,28648,25590
1/8/24,468,33900,7532,74,85,82,-0.14,13,58.8,29,3030,5670,89,840,14640,4380,27720,24690
1/9/24,516,34380,6203,77,78,75,0.02,13.125,63.05,34,3060,4140,89,450,15870,3870,26940,23880
1/10/24,602,30780,5497,86,77,91,0.24,12.875,63.86,26,3102,6720,91,510,18840,7500,36162,33060
1/11/24,558,31920,8375,90,73,85,0.44,13.625,64.86,26,2793,5280,90,1350,16980,4260,29313,26520
1/12/24,746,31680,7040,90,81,83,0,12.875,60.55,32,1380,4920,95,300,14760,5040,26100,24720
1/13/24,451,24960,8185,89,78,93,0.08,13.375,69.31,24,3750,6630,89,660,19230,6030,35640,31890
1/14/24,822,25680,8446,92,92,86,-0.23,12.625,58.73,38,2312,4290,92,540,17940,6090,30632,28320
1/15/24,482,29520,8714,91,85,85,-0.07,12.5,60.39,33,3510,6330,88,1260,14010,5970,29820,26310
1/16/24,307,41820,5222,86,84,83,0.07,12.25,61.91,30,2531,6000,91,390,13050,6570,28151,25620
1/17/24,541,30060,6517,85,76,75,0.07,13.75,63.04,29,2818,6270,89,1200,12780,4380,26248,23430
1/18/24,760,37860,5603,84,80,87,-0.01,13.125,66.59,27,2057,6870,93,540,15840,5100,29867,27810
1/19/24,705,35820,6433,83,78,82,-0.03,13.375,64.1,25,1503,5730,94,390,11790,6090,25113,23610
1/20/24,644,27360,10204,91,71,77,-0.02,13.25,64.27,26,2430,5370,91,360,12390,5910,26100,23670
1/21/24,559,20400,9990,85,87,81,-0.07,12.625,60.35,30,3720,6180,88,600,15660,4380,29940,26220
1/22/24,514,36780,4133,85,81,85,0.03,13.125,61.8,25,2132,7050,93,240,16170,5460,30812,28680
1/23/24,671,34740,5246,90,80,85,0.14,12.75,58.86,36,2370,6900,92,390,16410,4440,30120,27750
1/24/24,471,33600,6714,89,86,85,0.01,13.125,57.74,31,2130,5040,92,690,14400,5610,27180,25050
1/25/24,519,39000,4742,83,73,86,0.39,13.5,63.42,22,3180,7110,90,1710,16860,4920,32070,28890
1/26/24,328,40080,5692,79,77,83,0.03,13.25,61.56,27,2670,3990,90,960,14910,5610,27180,24510
1/27/24,903,26100,9286,84,77,80,0.08,13.625,65.94,25,3060,5340,88,930,13470,4470,26340,23280
1/28/24,709,30300,9939,87,78,79,0.1,13.25,62.31,27,5010,5220,84,270,16140,5610,31980,26970
1/29/24,781,18060,13938,93,85,89,-0.04,13.375,59.3,26,2910,7860,91,300,15240,6630,32640,29730
1/30/24,760,33900,7249,86,86,84,0,13,57.95,31,2644,5880,91,120,14340,6060,28924,26280
1/31/24,308,36600,5301,83,85,83,-0.08,13.125,57.49,32,2474,5940,91,540,14910,4920,28244,25770
2/1/24,515,33840,7609,89,82,77,0.01,13.125,60.75,31,2400,4650,90,810,12900,4230,24180,21780
2/2/24,1003,29460,13652,95,91,93,0.07,13.625,58.14,35,2515,6150,92,960,17010,6360,32035,29520
2/3/24,433,33000,7797,90,75,87,0.07,14,61.5,26,2524,6540,91,1200,11940,6750,27754,25230
2/4/24,653,32100,5328,86,89,87,-0.04,13.875,61.54,30,2610,5850,91,480,14760,6960,30180,27570
2/5/24,647,33060,5761,82,89,85,-0.1,13.375,55.59,36,2370,6030,92,1110,15000,4740,28140,25770
2/6/24,882,40980,5143,74,87,87,0,13.25,57.57,34,2640,6600,91,360,12570,7770,29580,26940
2/7/24,628,41520,5183,80,76,68,-0.04,13.625,58.37,29,1590,5760,92,180,10140,3390,20880,19290
2/8/24,709,37680,10174,89,86,80,0,13.875,60.83,29,1950,5550,93,540,13320,5310,26130,24180
2/9/24,250,41880,4399,83,70,83,0.11,13.875,64.69,24,1500,5340,94,450,13350,5130,25320,23820
2/10/24,649,27840,9526,91,82,85,0,13.625,61.33,33,1830,5280,94,210,15630,6240,28980,27150
2/11/24,512,28920,3347,92,81,83,-0.02,13.625,63.58,28,2550,6450,91,810,13890,5250,28140,25590
2/12/24,677,32340,10259,95,72,77,0.09,14,62.01,31,1100,5970,95,360,10590,4920,22580,21480
2/13/24,317,21900,5142,93,87,88,-0.04,13.25,61.48,26,1885,6180,94,660,15720,5460,29245,27360
2/14/24,187,18900,3206,85,83,81,-0.14,13.375,59.11,32,2639,5310,90,420,14310,5070,27329,24690
2/15/24,298,18240,4144,83,84,82,0.09,12.875,63.1,31,2458,7320,92,180,15390,4200,29368,26910
2/16/24,618,33720,6288,85,72,81,0.34,13.375,68.46,22,4815,5040,85,1020,17370,4500,31725,26910
2/17/24,789,30540,10675,86,86,82,-0.04,12.625,59.56,32,2417,7440,92,360,14220,5070,29147,26730
2/18/24,613,30660,6891,87,68,71,0.14,12.875,64.94,27,4720,4800,84,2520,16560,3960,30040,25320
2/19/24,498,34080,7767,84,85,84,0.03,13.125,60.05,28,2405,4290,92,570,18960,4290,29945,27540
2/20/24,217,33960,3787,83,88,87,0.14,14,61.11,27,2822,5340,91,510,15660,6570,30392,27570
2/21/24,604,34320,9191,90,84,93,0.34,13.875,64.81,25,1374,6450,96,240,17760,6390,31974,30600
2/22/24,643,34860,9167,94,82,78,-0.19,13.125,58.41,33,1563,4380,94,210,14910,4380,25233,23670
2/23/24,348,37920,6406,87,83,90,0.06,14,62,28,2520,5880,92,1290,15390,6990,30780,28260
2/24/24,694,33840,6402,85,89,85,-0.05,13.375,58.76,33,3450,7320,89,720,13410,6420,30600,27150
2/25/24,562,31680,7633,86,72,59,0.09,13.625,65.37,19,7320,3150,74,780,15180,2610,28260,20940
2/26/24,271,38820,4906,82,83,73,-0.03,13,58.29,30,4650,5100,83,1590,16260,1950,27960,23310
2/27/24,564,27720,7432,87,85,77,-0.05,13,55.96,31,2251,4710,91,300,14010,4620,25591,23340
2/28/24,707,28620,6086,87,87,85,0.09,13.125,60.28,26,2336,3570,93,150,21750,4410,32066,29730
2/29/24,319,39300,5552,76,82,90,0.16,13.5,62.23,29,2373,5460,92,510,17700,5580,31113,28740
3/1/24,578,37020,4449,84,82,84,-0.11,13.75,61.25,30,5817,5160,82,1500,15060,6360,32397,26580
3/2/24,1037,26700,15556,92,82,83,-0.02,13.25,60.91,33,1920,4890,93,780,15270,5700,27780,25860
3/3/24,598,21300,8688,93,76,79,-0.09,13.375,63.11,26,3089,3870,90,630,17730,4860,29549,26460
3/4/24,534,42060,4842,86,87,92,0.17,13.625,62.3,28,3251,6960,90,1320,16170,6480,32861,29610
3/5/24,489,33240,6992,89,83,78,-0.03,13,60.32,32,2760,7320,89,1050,9870,5010,24960,22200
3/6/24,374,32460,6610,85,90,85,-0.1,12.875,56.76,36,1809,5520,93,450,14340,5910,27579,25770
3/7/24,280,36480,5082,81,95,91,-0.07,12.75,56.51,40,3805,6750,89,1530,17040,6780,34375,30570
3/8/24,757,36240,6721,84,88,81,-0.13,13,56.75,37,2130,6930,92,1710,9690,6330,25080,22950
3/9/24,409,50460,4089,72,81,88,0.08,13.75,63.73,25,1573,6630,95,390,15510,5700,29413,27840
3/10/24,890,30540,12406,81,76,63,-0.33,12.25,55.02,40,2580,5520,86,1080,6930,3510,18540,15960
3/11/24,432,33780,8002,78,74,84,-0.01,13.375,63.92,20,2370,5160,92,720,15450,5280,28260,25890
3/12/24,698,35940,5939,80,87,79,-0.21,12.75,58.49,33,2411,5670,90,1080,11250,5850,25181,22770
3/13/24,587,33960,10166,85,83,77,-0.08,13,61.99,35,2192,6420,92,570,12660,4800,26072,23880
3/14/24,503,36600,6680,88,68,83,0.13,13.75,66.38,23,3630,5430,88,1290,15450,5070,29580,25950
3/15/24,821,37860,11075,89,81,85,0,13.25,61.87,32,2340,6360,92,330,14190,6030,28920,26580
3/16/24,645,36900,9988,94,78,88,-0.02,13.875,60.98,33,1450,6450,95,510,16980,5880,30760,29310
3/17/24,461,28320,8221,90,81,70,0.04,13.125,57.63,36,4080,4440,85,270,12330,6150,27000,22920
3/18/24,540,43020,3194,87,88,84,0.09,13.125,57.63,34,2431,7170,92,360,14790,5040,29431,27000
3/19/24,727,37620,9337,93,86,85,0.01,12.75,58.51,32,1672,7560,94,450,10800,6810,26842,25170
3/20/24,334,44340,4338,86,73,77,0.05,13.25,60.75,30,2220,4590,91,300,14400,3930,25140,22920
3/21/24,600,32280,10454,86,85,77,-0.27,13.875,57.9,36,4768,6450,83,630,11760,5070,28048,23280
3/22/24,403,39600,7105,77,88,84,-0.18,13.125,57.83,33,1980,6540,93,360,12570,6030,27120,25140
3/23/24,955,0,23,79,,0,,0,0,0,0,0,0,0,0,0,16780,0
3/25/24,217,10560,3986,82,,,,,,,,,,,,,,
3/26/24,681,36180,5493,78,82,77,-0.09,13.125,59.27,33,2204,5340,92,420,12510,6510,26564,24360
3/27/24,751,30240,10637,86,80,82,0.08,12.375,59.94,34,2059,6180,92,810,11790,5640,25669,23610
3/28/24,410,36480,7188,84,79,82,0.27,13.375,59.36,33,3366,5370,89,1800,17340,4860,30936,27570
3/29/24,521,41160,7843,83,78,76,0.01,13.5,58.33,35,2040,5970,92,210,13260,4650,25920,23880
3/30/24,1147,28440,17244,87,73,85,0.12,13.75,66.51,22,2670,5820,91,630,15750,5640,29880,27210
3/31/24,788,28500,7044,91,80,75,-0.17,13.125,59.81,30,3161,5190,89,240,14790,4650,27791,24630
4/1/24,754,37080,9242,90,77,81,-0.02,13.375,59.77,30,3510,5280,88,1050,16260,4110,29160,25650
4/2/24,669,9420,3495,92,77,74,-0.23,12.75,57.88,34,3149,6870,87,1230,9210,4980,24209,21060
4/3/24,309,26040,4114,83,83,87,0.13,13.375,59.53,31,3869,6030,88,1020,18450,4440,32789,28920
4/4/24,433,30960,8004,91,85,80,-0.07,13.625,56.07,42,2220,4830,91,990,13470,4680,25200,22980
4/5/24,479,28380,8912,88,82,77,-0.06,13.75,60.98,30,2070,5550,92,420,14160,3780,25560,23490
4/6/24,989,23040,14674,93,83,60,-0.1,13.375,56.28,38,8938,4680,72,6720,13410,5040,32068,23130
4/7/24,648,22620,12015,90,82,82,-0.01,13.625,58.9,33,3180,5820,88,720,13380,4980,27360,24180
4/8/24,418,34440,7728,76,90,81,-0.05,13.25,54.28,42,2356,5190,91,660,14100,5010,26656,24300
4/9/24,628,37920,6604,77,90,85,-0.14,13.375,55.43,42,2010,5250,93,810,14700,5640,27600,25590
4/10/24,297,40080,5184,75,75,67,0.27,13.375,58.9,38,3730,3630,85,2070,14040,3990,25390,21660
4/11/24,204,42960,3881,70,86,79,0.02,13.125,61.8,25,2925,6150,89,180,13860,4410,27345,24420
4/12/24,686,37140,8519,83,83,84,0.24,13,59.17,35,3004,6540,90,1530,15960,5550,31054,28050
4/13/24,483,56400,6014,68,76,71,0.1,13.75,61.6,25,3419,6150,87,300,11280,5130,25979,22560
4/14/24,392,12900,4881,80,73,58,0.14,12.875,60.32,26,3450,4290,84,1620,9300,4620,21660,18210
4/15/24,349,39840,5906,70,90,86,0.05,13.125,56.33,34,1999,8100,93,600,12360,5610,28069,26070
4/16/24,618,35340,6399,75,89,86,-0.08,13.5,56.51,30,3113,6150,90,150,14550,6150,29963,26850
4/17/24,600,35700,6243,76,86,81,0.04,13,56.86,32,3240,5070,88,1290,12720,5790,26820,23580
4/18/24,320,34320,5562,76,82,77,-0.02,13.5,57.08,29,2245,5010,91,570,13140,4590,24985,22740
4/19/24,667,38280,11293,75,80,86,0.22,13.5,62.84,26,2310,5190,92,1260,13950,6270,27720,25410
4/20/24,486,35040,8424,76,77,87,0.21,13.375,65.53,23,2882,5010,91,630,17340,6270,31502,28620
4/21/24,472,28800,9044,78,84,80,0.08,13.125,59,30,2580,5610,91,150,14520,5670,28380,25800
4/22/24,271,17640,4927,77,79,83,-0.04,13.125,59.86,30,1821,5850,93,540,14550,4770,26991,25170
4/23/24,1153,36300,11266,80,88,83,-0.07,13,57.84,35,2497,7950,91,390,13920,4740,29107,26610
4/24/24,554,39900,7960,83,74,75,-0.03,13.375,59.77,25,2664,4710,89,1170,12390,4920,24684,22020
4/25/24,235,28680,3214,86,87,78,-0.31,12.875,57.02,30,2795,5700,90,540,13590,4890,26975,24180
4/26/24,648,36960,5541,84,84,83,-0.07,13.125,57.55,38,3810,5220,87,1230,14940,5550,29520,25710
4/27/24,624,28920,6830,91,82,77,0.23,13.75,60.54,28,4197,5220,87,2400,17280,5040,31737,27540
4/28/24,753,21900,11602,97,83,81,0.07,13.625,57,33,2463,4860,92,150,16050,6750,30123,27660
4/29/24,280,30600,5193,92,81,86,0,13.375,57.76,36,1661,7020,94,540,13800,5220,27701,26040
4/30/24,417,26760,6016,92,87,85,-0.01,13.25,56.73,37,2190,5550,92,690,14520,5220,27480,25290
5/1/24,337,35520,6020,82,78,85,0.08,13.625,60.22,30,3810,5760,88,1080,16950,4260,30780,26970
5/2/24,262,25620,4934,82,92,83,-0.01,13.25,58.04,28,3240,4680,89,480,15420,6540,29880,26640
5/3/24,925,32160,13288,85,86,77,0.06,13.625,61.54,33,1863,5520,92,1200,12240,3960,23583,21720
5/4/24,744,30480,12921,86,77,87,0.12,14,63.57,20,2565,4800,92,150,17490,6210,31065,28500
5/5/24,498,26820,9278,82,85,76,-0.03,13.125,58.57,30,3000,5880,88,420,11400,4860,25140,22140
5/6/24,280,38580,5122,77,91,86,0.04,13.125,58.33,31,3420,6330,88,870,13410,5880,29040,25620
5/7/24,521,11580,4808,84,87,81,0.13,12.875,56.97,38,2488,6240,91,690,14040,4560,27328,24840
5/8/24,456,31980,6997,80,85,88,0.21,13.125,59.06,32,1900,4890,94,420,19410,5130,31330,29430
5/9/24,433,36600,7512,78,87,82,-0.05,13,57.29,35,2405,6000,91,420,14850,4260,27515,25110
5/10/24,618,40800,9994,74,93,93,-0.1,13.25,57.35,35,2395,5280,93,1020,18180,7020,32875,30480
5/11/24,900,32940,12207,76,69,68,-0.01,13.375,60.97,25,2039,4710,91,240,13290,3780,23819,21780
5/12/24,604,25320,11410,83,83,81,-0.08,13.25,60.42,31,1830,4710,93,330,15450,5910,27900,26070
5/13/24,215,17580,3964,80,71,72,0.24,13.375,65.44,23,1766,3630,93,180,15960,3990,25346,23580
5/15/24,502,10980,4390,83,,,,,,,,,,,,,,
5/16/24,496,36720,8595,82,69,78,-0.01,13.75,63.12,22,2215,5220,91,540,14550,3870,25855,23640
5/17/24,616,33360,11498,81,92,87,-0.08,12.875,56.83,30,3230,5850,89,660,14460,6240,29780,26550
5/18/24,440,29520,8529,72,72,70,0.09,12.875,60.56,28,3330,4380,87,990,13890,4260,25860,22530
5/19/24,508,27720,8432,68,79,70,-0.38,12.5,51.24,43,1560,5010,93,810,11760,3840,22170,20610
5/20/24,679,32580,8873,73,88,83,0.12,12.875,55.36,39,2257,6060,92,270,13380,6240,27937,25680
5/21/24,350,38760,6589,66,76,73,0.19,13.875,60.2,34,1380,5460,94,360,10290,4230,21360,19980
5/22/24,305,37080,5663,66,80,91,0.1,13.75,62.76,29,1876,6690,94,780,14100,6390,29056,27180
5/22/24,99,12480,1830,68,80,91,0.1,13.75,62.76,29,1876,6690,94,780,14100,6390,29056,27180
5/23/24,491,38340,8362,60,78,71,-0.24,12.625,55.27,40,2100,5400,90,840,9360,4080,20940,18840
