Date,active_calories,sedentary_time,steps,activity_score,readiness_score,sleep_score,temperature_deviation,average_breath,average_heart_rate,average_hrv,awake_time,deep_sleep_duration,efficiency,latency,light_sleep_duration,rem_sleep_duration,time_in_bed,total_sleep_duration
8/11/21,316,22080,5563,83,81,80,0.13,13.25,55.55,40,2940,5490,89,240,11400,6450,26280,23340
8/12/21,34,4920,584,98,,0,,0,0,0,0,0,0,0,0,0,27900,0
8/13/21,583,30960,9869,93,77,72,-0.3,13.25,57.2,38,1320,6990,94,120,9600,4590,22500,21180
8/14/21,757,32880,12914,88,82,79,-0.29,13,56.71,37,2040,6240,92,300,11190,6570,26040,24000
8/15/21,1192,30960,12809,92,69,63,-0.11,13.625,59.68,29,2400,4770,87,960,8160,3690,19020,16620
8/16/21,767,25380,7297,91,76,83,0.04,13.625,58.07,40,3570,7200,88,540,12480,6090,29340,25770
8/17/21,626,23460,5841,89,74,74,0,13.625,57.55,36,3090,6810,88,180,11190,4470,25560,22470
8/18/21,739,28440,8669,88,81,83,-0.04,13.125,56.48,37,1500,7500,94,900,9420,6480,24900,23400
8/19/21,660,37560,7228,73,73,75,0,13.875,58.47,34,2400,5340,90,810,10680,4920,23340,20940
8/20/21,621,37800,7305,69,83,87,-0.29,12.75,56.3,40,1530,9390,95,540,11190,6690,28800,27270
8/21/21,507,30480,8818,81,65,60,-0.4,12.75,51.84,49,2100,6990,89,180,8070,2220,19380,17280
8/22/21,666,23940,11123,98,72,79,0.08,13.375,57.05,42,4410,8370,86,150,11730,5910,30420,26010
8/23/21,701,35460,5806,94,80,81,-0.16,13.25,54.76,46,2850,7620,89,420,8610,6240,25320,22470
8/24/21,559,37920,4888,92,75,73,0.13,14,58.71,41,3510,4740,86,630,12810,3840,24900,21390
8/25/21,648,29520,7308,93,77,81,-0.18,13.625,57.3,38,1200,9960,95,360,8820,5220,25200,24000
8/26/21,573,37860,4628,88,85,88,-0.15,13.625,56.31,37,2730,9000,91,360,11130,6960,29820,27090
8/27/21,474,30600,7922,87,81,85,-0.54,13.375,56.76,39,3060,8670,90,420,11040,6510,29280,26220
8/28/21,686,25020,10958,97,83,73,0.18,13.75,54.32,40,9210,7680,71,240,10140,5250,32280,23070
8/29/21,1115,26400,11277,96,89,87,0.05,13.625,57.28,37,4410,9240,88,180,14250,7620,35520,31110
8/30/21,256,37140,4375,88,85,84,-0.11,13.375,56.57,35,3360,8340,88,780,11220,5700,28620,25260
8/31/21,336,34980,5998,85,72,60,0.02,13.5,59.21,33,2970,5490,85,180,9210,2670,20340,17370
9/1/21,482,33480,8336,78,82,78,0.19,14.125,57.85,28,4530,5550,84,480,11850,5790,27720,23190
9/2/21,424,42000,7163,69,86,85,-0.09,13.375,55.2,36,4080,9390,86,900,9210,6240,28920,24840
9/3/21,636,28080,10883,75,75,76,0.16,13.625,58.6,40,2340,8370,90,780,7350,5400,23460,21120
9/4/21,630,23580,10781,73,80,73,-0.19,13.375,59.8,38,10740,9570,71,240,10470,5700,36480,25740
9/5/21,656,21540,11507,69,77,67,-0.26,13.5,58.26,33,6480,7470,76,1170,6390,6540,26880,20400
9/6/21,643,25080,8709,80,72,79,0.03,13.875,63.79,28,2670,8160,90,150,10320,6630,27780,25110
9/7/21,449,35340,7222,75,74,88,0.38,14.125,61.7,32,2700,5910,91,1140,12960,8910,30480,27780
9/8/21,517,36240,7939,85,76,77,0.05,14,62.02,38,6960,5220,78,300,13110,5730,31020,24060
9/9/21,333,35820,5905,84,70,72,-0.18,13.375,60.97,38,2280,8430,90,30,8010,4740,23460,21180
9/10/21,451,35640,7936,78,76,73,-0.01,13.875,60.79,38,4410,6600,83,330,10590,4920,26520,22110
9/11/21,381,25200,6913,73,84,80,-0.01,12.875,59.21,39,7440,7500,79,210,11310,8790,35040,27600
9/12/21,1373,20940,16975,84,80,82,0.25,13.625,59.27,37,3480,6060,88,360,13500,6360,29400,25920
9/13/21,157,14220,2881,78,,0,,0,0,0,0,0,0,0,0,0,29640,0
9/14/21,281,41100,5228,70,81,75,0.02,12.25,55.7,46,2760,7590,88,390,6750,6000,23100,20340
9/15/21,1430,23760,12433,82,87,87,0.26,12.875,57.12,44,1140,6840,96,600,12300,6060,26340,25200
9/16/21,847,32340,13107,86,80,86,-0.18,12.875,59.88,32,4290,7020,86,1200,12480,6330,30120,25830
9/17/21,418,28440,7335,85,81,85,0.52,13.625,58,45,11160,8010,74,690,13830,10620,43620,32460
9/18/21,178,36120,7116,85,80,75,0.68,13.75,58.72,37,4620,7560,83,900,10320,5160,27660,23040
9/19/21,289,26640,10141,85,69,62,-0.01,13.5,63.79,34,3720,5940,83,330,8430,4230,22320,18600
9/20/21,183,45000,6708,78,74,76,0.14,13,60.68,33,1290,5580,94,270,10140,5910,22920,21630
9/21/21,238,24600,8660,85,57,67,0.54,13.75,69.27,24,1830,7230,91,690,8250,3330,20640,18810
9/22/21,187,33600,6927,71,73,76,-0.02,13.5,61.1,35,2850,8430,89,210,8520,5340,25140,22290
9/23/21,143,18480,5290,65,81,80,0.03,12.75,56.43,38,2460,9960,90,540,8460,4800,25680,23220
9/24/21,205,35520,7323,61,80,84,-0.13,13,57.55,36,2130,8970,92,360,8790,7170,27060,24930
9/25/21,231,33420,8389,62,76,84,0,13.125,60.37,35,4230,8370,86,1080,10170,6930,29700,25470
9/26/21,303,22680,11003,65,79,85,-0.25,13.5,57.78,32,2910,7620,90,1050,12690,5820,29040,26130
9/27/21,109,23220,1979,64,,0,,0,0,0,0,0,0,0,0,0,29220,0
9/28/21,322,24660,5340,60,75,81,0.41,14.75,64.89,27,2760,6060,90,390,11430,7530,27780,25020
9/29/21,379,34500,6676,56,77,74,-0.08,12.625,60.77,34,1710,6510,92,180,8310,5850,22380,20670
9/30/21,303,28800,5197,58,80,79,-0.28,14.125,59,43,4560,7890,84,780,10950,5160,28560,24000
10/1/21,565,32580,9101,62,80,78,0.06,12.5,60.68,39,6270,8340,79,240,9120,6150,29880,23610
10/2/21,398,29580,7262,63,76,73,-0.22,12.625,62.46,34,4890,10200,82,1110,6090,5580,26760,21870
10/3/21,549,28200,9449,59,75,77,-0.33,13.75,60.2,32,4830,6000,84,210,14670,4140,29640,24810
10/4/21,567,30600,4601,69,,0,,0,0,0,0,0,0,0,0,0,22500,0
10/5/21,330,28260,5735,69,,,,,,,,,,,,,,
10/6/21,631,31380,6175,83,68,67,0.08,12.625,63.13,36,3870,8490,83,330,7050,3510,22920,19050
10/7/21,378,27180,6466,84,78,90,0.12,13.25,65.59,33,5520,6930,85,1140,16530,8040,37020,31500
10/8/21,549,29700,8892,78,89,84,-0.2,12.25,55.47,43,3570,9300,88,720,11100,5550,29520,25950
10/9/21,616,29040,10755,80,83,81,-0.06,12.625,60,34,1740,9600,93,300,9690,5610,26640,24900
10/10/21,624,22200,10375,83,69,64,0,12.875,61.56,34,3000,10350,87,150,6630,3060,23040,20040
10/11/21,309,34200,5763,68,,0,,0,0,0,0,0,0,0,0,0,23280,0
10/12/21,264,39180,4649,68,83,80,0.09,13.25,59.2,41,3240,6960,89,1890,13920,5580,29700,26460
10/13/21,553,40200,5649,71,75,72,0.09,12.875,56.24,42,2940,8250,88,300,9270,3600,24060,21120
10/14/21,666,21960,11414,88,58,64,0.07,14.125,66.32,29,4740,5940,81,2340,10170,3630,24480,19740
10/15/21,592,29820,10063,89,82,79,-0.3,12.5,58.6,41,5460,9840,82,630,9900,4740,29940,24480
10/16/21,583,23640,10106,89,71,74,-0.18,13.5,66.53,29,5010,6930,83,240,11010,6990,29940,24930
10/17/21,703,27900,11366,86,71,78,0.17,14.125,65.6,26,1980,7350,92,630,10050,5760,25140,23160
10/18/21,495,23700,3546,88,59,76,0.27,14.625,70.85,21,1950,7620,92,510,8670,6000,24240,22290
10/19/21,383,30360,6696,83,54,78,0.44,14.375,68.19,27,2580,7860,90,960,9660,4860,24960,22380
10/20/21,360,35280,6137,88,72,83,-0.24,13.375,61.93,36,2580,8550,91,210,10800,6390,28320,25740
10/21/21,513,28980,8616,88,50,85,0.69,15.5,67.26,21,2130,5730,93,330,15450,6390,29700,27570
10/22/21,419,28980,6903,86,65,68,-0.3,14.125,61.99,30,4800,6030,82,330,11430,4200,26460,21660
10/23/21,959,21720,12181,96,69,80,0.05,14.625,62.73,25,3690,7500,87,300,10260,7170,28620,24930
10/24/21,520,22320,8954,92,63,75,0.37,14.75,67.11,20,4080,8190,85,270,10080,5610,27960,23880
10/25/21,622,28260,3732,93,,,,,,,,,,,,,,
10/26/21,638,22980,10864,92,54,86,0.92,15.75,67.57,24,1950,6030,94,150,17070,6270,31320,29370
10/27/21,326,35700,5323,85,66,78,0.07,14.125,64.48,26,2610,8100,90,390,10530,5220,26460,23850
10/28/21,346,27720,5863,90,71,91,0.38,14.875,65.38,23,1950,6690,94,450,14460,8880,31980,30030
10/29/21,528,21420,9173,85,75,80,0,13.875,63.41,26,2880,8460,89,930,9030,5550,25920,23040
10/30/21,270,21240,3828,76,,0,,0,0,0,0,0,0,0,0,0,35700,0
10/31/21,419,28320,7328,68,81,78,0.3,14.625,66.6,22,2610,6870,90,900,9960,6960,26400,23790
11/1/21,430,39660,5386,57,75,77,-0.11,13.75,64.66,26,1650,6840,93,420,9390,6420,24300,22650
11/2/21,135,6960,2415,,45,78,1,16.25,75.84,17,2670,5100,91,450,16350,4500,28620,25950
11/3/21,144,25440,2405,,40,22,-1.06,16.625,79.12,15,9840,1470,41,1410,3990,1500,16800,6960
11/4/21,363,23160,5964,74,68,87,-0.3,14.5,67.39,24,2280,6150,93,330,14070,8700,31200,28920
11/5/21,392,39300,6420,,36,83,1.06,15.75,77.71,12,2970,5310,90,210,14940,6780,30000,27030
11/6/21,492,33180,8309,73,59,77,0.28,14.625,72.48,18,6090,7920,80,210,10200,6570,30780,24690
11/7/21,762,22800,12738,80,69,79,0.23,14.75,67.77,22,3450,4230,88,1140,14910,5310,27900,24450
11/8/21,338,33600,5976,78,53,58,0.17,15.875,68.92,22,7140,2820,73,3540,10050,6330,26340,19200
11/9/21,370,27600,4735,80,71,82,0.13,15,64.94,23,4560,5370,84,720,10830,7620,28380,23820
11/10/21,181,25320,3306,71,75,85,0.12,14.25,63.96,29,2610,8730,91,1440,9600,7200,28140,25530
11/11/21,282,34320,4568,67,72,84,0.01,14.125,64.82,29,1950,8580,93,390,10680,5970,27180,25230
11/12/21,851,31680,7984,83,78,83,-0.18,13.875,62.31,32,5970,7050,81,930,10980,7140,31140,25170
11/13/21,784,26280,10145,89,75,77,-0.01,15.125,65.65,26,8160,6510,75,270,11520,6870,33060,24900
11/14/21,791,24900,11561,92,64,78,0.34,14.625,70.26,19,4320,5790,85,180,13890,5580,29580,25260
11/15/21,373,36960,5933,85,60,76,0.08,14.125,68.44,24,2130,8730,91,630,8580,4560,24000,21870
11/16/21,212,16920,3953,93,72,90,0.07,13.75,63.93,31,3450,8850,89,840,13260,6600,32160,28710
11/17/21,265,19500,4799,91,84,81,-0.04,13.5,61.54,34,4980,6630,84,1560,14730,5400,31740,26760
11/18/21,208,39420,3648,82,91,88,-0.05,13.375,60.07,38,2250,10170,92,600,10140,7320,29880,27630
11/19/21,375,41700,5877,71,87,81,-0.15,13.25,58.53,38,2970,8250,89,360,6960,8100,26280,23310
11/20/21,532,25020,9277,68,79,77,-0.12,13.75,63.25,27,3930,5880,86,240,13710,5220,28740,24810
11/21/21,518,31440,8827,58,75,85,0.01,14.5,68.98,19,6330,5640,82,1710,17100,6990,36060,29730
11/22/21,257,27840,4536,52,75,85,0.3,14.5,70.08,23,5700,7920,83,930,14490,6150,34260,28560
11/23/21,360,36900,6283,51,83,72,0.33,13.125,62.69,30,3720,8790,85,1140,7530,4680,24720,21000
11/24/21,625,23580,10546,62,80,80,-0.05,13.125,65.46,25,2460,8010,91,390,9240,6570,26280,23820
11/25/21,801,26760,8152,75,82,77,-0.19,12.625,63.62,26,1680,7530,94,330,11520,5370,26100,24420
11/26/21,463,38580,6005,75,86,90,-0.03,13,62.08,29,3720,8730,89,540,14640,7470,34560,30840
11/27/21,471,33240,7890,73,76,85,-0.03,13.5,66.03,26,4290,10920,86,1020,9120,7170,31500,27210
11/28/21,450,29580,7427,,60,84,0.47,14,73.03,18,2730,5910,91,450,16290,6330,31260,28530
11/29/21,220,42480,4000,,59,80,0.48,13.75,69.82,20,4920,7800,83,570,11760,5220,29700,24780
11/30/21,282,38040,5050,,78,73,0.01,13,60.76,29,5370,5790,81,1320,11820,4560,27540,22170
12/1/21,229,41040,4278,,75,76,-0.09,13.5,64.23,28,2700,7860,89,360,8700,5100,24360,21660
12/2/21,369,40620,6235,78,82,80,-0.34,12.625,60.07,33,3120,7770,89,210,10530,5940,27360,24240
12/3/21,516,37920,8484,76,70,75,-0.3,12.375,62.71,28,3420,9300,87,300,7800,5160,25680,22260
12/4/21,584,27840,9790,83,57,65,-0.03,13.25,70.53,23,1950,7320,90,300,5730,3660,18660,16710
12/5/21,447,32100,7711,77,76,86,-0.12,13.375,64.31,24,2400,11850,91,840,6600,6510,27360,24960
12/6/21,509,19380,4322,83,69,75,-0.2,13.25,65.6,26,1530,9630,93,300,8310,4050,23520,21990
12/7/21,470,25500,5905,79,78,89,0.1,13,63.6,32,1530,10350,95,150,11640,6480,30000,28470
12/8/21,341,26760,5795,78,79,79,-0.09,12.875,59.13,33,3060,8430,88,1110,8490,5460,25440,22380
12/9/21,328,39600,5435,73,79,78,-0.26,13,62.93,32,1890,8010,92,240,9570,5550,25020,23130
12/10/21,594,27480,8648,86,82,79,-0.18,12.625,58.84,33,2670,8910,90,270,7500,6780,25860,23190
12/11/21,334,33240,6032,78,87,92,0.11,13.25,61.85,27,2550,9030,92,300,14880,7320,33780,31230
12/12/21,338,35400,5438,75,83,75,-0.13,12.625,59.5,34,3090,9690,87,1380,6030,5550,24360,21270
12/13/21,274,38940,4751,65,89,88,-0.27,12.625,57.33,41,3780,9840,88,540,9780,7800,31200,27420
12/14/21,441,27120,7583,66,86,78,-0.19,12.625,58.48,31,3180,6930,88,1980,9630,6780,26520,23340
12/15/21,318,36960,5622,62,85,80,0.02,13.125,58.67,32,3060,8910,88,870,7680,5730,25380,22320
12/16/21,228,35880,3716,61,84,75,-0.05,13.5,61.34,30,3810,6660,85,420,10050,5460,25980,22170
12/17/21,287,23760,4491,55,74,75,0.09,12.875,63,27,1980,7440,91,480,8940,4260,22620,20640
12/18/21,214,44640,3907,48,85,82,-0.03,12.875,60.76,29,2340,7290,91,180,11220,6270,27120,24780
12/19/21,361,33180,5716,52,84,80,-0.06,14.25,62.41,26,4980,6030,85,150,13560,7710,32280,27300
12/20/21,276,38100,4695,50,84,82,-0.14,13,61.95,28,2910,8790,89,180,9960,5700,27360,24450
12/21/21,242,26040,3982,54,86,84,-0.29,12.5,57.8,31,2370,10500,91,390,8250,6300,27420,25050
12/22/21,619,31620,10219,58,67,73,0.06,13.5,67.28,24,2310,9420,90,330,7680,4110,23520,21210
12/23/21,518,28200,9035,59,78,76,-0.16,12.625,62.43,29,4050,8160,86,300,10590,5280,28080,24030
12/24/21,509,31440,8713,56,80,76,0,13,58.24,34,6450,6780,81,2970,14250,7320,34800,28350
12/25/21,511,34980,8248,53,74,72,-0.27,13.25,59.25,35,5250,8970,81,600,7590,5610,27420,22170
12/26/21,686,28500,10345,59,74,76,-0.3,13.375,61.77,31,2550,7350,90,780,9810,6030,25740,23190
12/27/21,593,27900,9393,62,72,72,-0.19,12.625,56.94,41,2970,13350,88,390,4110,4230,24660,21690
12/28/21,1730,14400,19902,67,78,71,0.03,12.75,60.43,35,2730,8340,89,360,9450,3960,24480,21750
12/29/21,425,28560,7399,72,66,76,-0.08,12.875,64.04,27,4140,7170,85,750,11580,4950,27840,23700
12/30/21,544,25140,9113,85,74,76,0.06,12.875,62.58,35,2040,8310,91,1050,6930,5460,22740,20700
12/31/21,722,20760,11287,91,,,,,,,,,,,,,,
1/1/22,426,38340,6361,87,64,76,-0.03,13.125,65.95,24,3120,8160,89,210,10680,5520,27480,24360
1/2/22,238,28500,4064,88,71,76,0.21,12.625,61.99,31,3120,7980,89,180,11370,5370,27840,24720
1/3/22,597,27120,5849,92,80,77,-0.06,12.125,62.05,34,3630,10080,86,780,7920,5130,26760,23130
1/4/22,295,37560,5187,78,59,84,0.38,12.875,71.76,23,2820,10170,90,210,9990,6360,29340,26520
1/5/22,840,38820,9233,85,69,66,-0.04,13.125,66.4,25,5460,7500,79,150,7560,5760,26280,20820
1/6/22,180,28560,3053,87,69,81,-0.04,12.25,66.44,33,5760,10710,83,540,8700,7830,33000,27240
1/7/22,333,35520,5483,81,64,64,-0.05,12.625,64.95,33,1740,8310,90,360,5400,1770,17220,15480
1/8/22,546,35160,5920,78,82,92,0.12,13.25,67.2,27,7320,11400,82,960,14310,8730,41760,34440
1/9/22,730,35100,8340,84,62,77,0.09,13.875,70.92,21,3060,7470,89,150,8160,8370,27060,24000
1/10/22,462,39240,6211,82,68,76,0.03,13.25,66.5,26,4890,6090,83,300,12600,4860,28440,23550
1/11/22,355,34680,6121,85,71,76,0.03,12.875,64.57,29,1380,9360,94,240,6780,5220,22740,21360
1/12/22,322,40560,5279,75,72,60,-0.21,12.875,61.08,39,3960,8910,81,360,6030,1800,20700,16740
1/13/22,764,32700,7611,85,69,74,-0.2,13.125,59.42,32,3030,5610,87,510,9690,4830,23160,20130
1/14/22,558,36000,8643,85,73,78,0.35,13.25,64.06,34,6090,8340,81,2310,10680,6390,31500,25410
1/15/22,433,35280,7332,87,85,90,0.01,12.75,60.72,28,3450,10530,90,330,12420,8580,34980,31530
1/16/22,712,26820,8527,88,84,77,-0.08,13.125,59.86,30,2940,9420,89,180,9360,6120,27840,24900
1/17/22,753,32940,10557,83,72,71,0.03,13.25,62.83,23,3750,8880,85,240,7710,4560,24900,21150
1/18/22,496,33180,8549,85,68,74,0.14,13.125,63.26,21,5040,7560,81,690,10080,4320,27000,21960
1/19/22,468,43020,3967,70,70,67,0.07,12.5,62.24,32,2640,8310,88,180,7560,3990,22500,19860
1/20/22,553,25260,6845,74,79,84,0.1,12.75,62.22,37,4590,9510,86,300,12780,6180,33060,28470
1/21/22,359,37680,6086,72,81,84,-0.02,13.125,64.13,30,5310,7110,84,390,12810,7650,32880,27570
1/22/22,455,34860,7708,88,86,80,0.07,13.125,60.92,33,4080,10500,87,720,10620,5580,30780,26700
1/23/22,625,24720,8808,92,81,71,-0.24,12.5,59.11,32,7620,7020,75,720,9090,7050,30780,23160
1/24/22,106,14460,1631,,61,80,0.82,13.875,70.25,23,11070,7800,80,30,19230,15900,54000,42930
1/25/22,175,29820,3099,,,,,,,,,,,,,,,
1/26/22,193,31860,3457,,78,82,0.64,13.75,67.9,26,5640,5790,82,810,12510,6660,30600,24960
1/27/22,861,38460,10329,84,83,81,0.16,12.125,61.64,32,3210,11370,88,720,5880,5760,26220,23010
1/28/22,376,42720,6339,80,71,75,0.21,12.875,66.51,21,2190,6240,90,540,8790,5400,22620,20430
1/29/22,635,28800,11190,91,81,78,0.03,12.25,65.17,24,4620,7680,85,210,11190,6390,29880,25260
1/30/22,331,39600,5924,81,77,76,0.02,12.875,65.69,24,2400,6750,91,540,12240,4230,25620,23220
1/31/22,422,36000,7258,81,78,78,0.09,13.125,64.89,26,4680,7980,84,330,10530,5850,29040,24360
2/1/22,274,48060,4513,70,82,83,0.14,13.375,62.1,28,2730,9480,90,180,10170,5880,28260,25530
2/2/22,389,47760,3099,63,84,80,-0.05,12.625,63.41,29,3780,10560,87,1050,8910,5790,29040,25260
2/3/22,182,54420,3267,52,77,67,-0.26,13.25,60.79,35,7050,6990,73,900,8490,3270,25800,18750
2/4/22,264,47760,4405,55,77,71,-0.2,11.875,62.59,35,2910,8580,86,570,5910,4020,21420,18510
2/5/22,620,38220,4706,60,85,83,-0.14,12.625,64.16,30,7020,9450,81,300,12300,7650,36420,29400
2/6/22,323,38400,5516,59,64,61,-0.05,12.625,62.07,28,1890,8280,89,660,5400,1590,17160,15270
2/7/22,285,43680,4856,54,81,78,0.13,12.625,59.65,31,3480,8670,87,1020,11850,3780,27780,24300
2/8/22,625,36300,7790,70,79,80,0.12,12.75,63.8,26,2340,8310,92,300,10560,6510,27720,25380
2/9/22,230,50220,3734,59,70,77,0.41,12.875,65.88,27,1590,7710,93,330,7890,5970,23160,21570
2/10/22,430,24120,6562,77,78,80,0.06,12.625,65.45,32,2820,7530,90,570,11250,5280,26880,24060
2/11/22,236,42900,3937,64,76,78,0.15,12.875,65.18,29,5520,8580,82,420,12720,3900,30720,25200
2/12/22,282,46080,4459,64,83,86,0.08,13,69.09,29,2760,10590,91,450,10170,6720,30240,27480
2/13/22,305,35940,5324,66,88,81,-0.01,12.75,62.66,32,10320,9720,73,720,10830,7470,38340,28020
2/14/22,229,45660,3766,58,84,79,-0.06,13.375,62.24,26,2850,6090,89,840,12660,4260,25860,23010
2/15/22,270,33120,4566,51,77,85,0.15,13.5,63.61,26,4110,9570,86,1020,9030,6390,29100,24990
2/16/22,264,28920,4323,55,75,68,0.19,13.125,68.3,24,2790,8460,87,1140,7950,3060,22260,19470
2/17/22,339,30180,5227,51,70,77,0.16,13.5,66.08,25,2190,8010,92,540,11130,4650,25980,23790
2/18/22,629,31320,7612,67,79,74,-0.08,12.75,65.08,27,2520,8280,89,930,7890,5070,23760,21240
2/19/22,360,39360,5368,63,79,83,-0.21,13.5,64.01,29,7050,9270,81,180,10440,9600,36360,29310
2/20/22,300,42420,5061,63,76,75,0.12,13.5,64.38,30,2070,8160,91,510,6240,5610,22080,20010
2/21/22,582,32700,5043,78,79,73,-0.15,12.625,59.94,36,3660,9150,85,360,7320,4590,24720,21060
2/22/22,513,40140,6036,78,84,93,0.22,12.75,64.37,27,3900,7830,89,330,16080,8610,36420,32520
2/23/22,297,38280,5055,78,76,76,-0.07,13.25,62.55,26,2310,9270,91,210,8640,4800,25020,22710
2/24/22,228,32520,4001,78,85,83,0.13,13.875,61.91,26,4560,8220,85,420,11850,6270,30900,26340
2/25/22,232,39240,3919,66,84,83,0.07,13,63.38,27,3180,9810,88,1380,5670,8820,27480,24300
2/26/22,571,33900,6899,73,82,89,0.23,13.375,63.48,26,2670,7860,91,510,13980,6630,31140,28470
2/27/22,424,34320,7320,73,84,83,0.1,13.5,64.16,26,2130,9090,92,240,10350,5730,27300,25170
2/28/22,298,19260,4711,67,80,84,0,13,59.34,32,2430,10320,91,300,8640,6330,27720,25290
3/1/22,107,13740,1902,64,77,74,0,13,0,0,2640,8160,89,180,7200,5520,23520,20880
3/2/22,689,28380,10002,69,89,96,0.02,13,62.04,26,2340,6330,93,690,17700,8970,35340,33000
3/3/22,244,24240,4132,69,85,87,0.11,13.125,63.85,23,1980,9360,93,450,10470,7110,28920,26940
3/4/22,497,28920,7948,67,83,76,0.02,12.875,60.41,28,1860,5820,92,1290,8130,6330,22140,20280
3/5/22,794,37440,7783,72,66,76,-0.05,13.75,67.51,20,1560,6840,93,270,7470,7230,23100,21540
3/6/22,387,40860,6533,73,66,67,-0.43,13.125,62.1,24,1950,7800,90,420,4680,4590,19020,17070
3/7/22,388,30180,6606,72,75,76,-0.12,13,63.31,30,1290,7020,94,180,8910,6180,23400,22110
3/8/22,700,44460,5079,73,79,92,0.26,13.5,62.24,27,3240,6600,91,330,17430,7050,34320,31080
3/9/22,292,19500,4908,77,78,77,0.11,13.25,61.93,29,2580,6780,90,150,12540,4620,26520,23940
3/10/22,308,35940,5031,79,80,84,0.14,13.375,61.86,28,2520,9480,91,210,12060,5580,29640,27120
3/11/22,641,21600,6468,88,87,85,0.05,13.25,62.44,33,3390,10110,89,2040,8310,7830,29640,26250
3/12/22,334,48960,5479,74,78,83,-0.06,13.25,63.56,28,2940,8790,90,360,10470,6720,28920,25980
3/13/22,421,30060,6127,79,68,60,0.21,13.25,66.07,26,5490,5460,77,210,7170,6180,24300,18810
3/14/22,184,18960,3025,79,81,85,0.02,13.625,66.74,25,2130,8730,93,480,9810,8370,29040,26910
3/15/22,482,39900,6036,62,77,81,0.25,13.875,63.24,23,2160,9990,92,630,6450,7740,26340,24180
3/16/22,275,39000,4910,62,78,83,-0.02,13.75,64.09,27,2370,5760,92,240,12990,7440,28560,26190
3/17/22,488,16920,4822,74,89,84,0.02,13.375,61.52,30,3060,8910,90,1380,10140,7410,29520,26460
3/18/22,414,39420,6974,63,90,86,-0.13,13.625,58.92,29,2490,7410,91,1440,12360,6780,29040,26550
3/19/22,315,35400,5506,62,85,76,-0.12,13.375,60.59,30,1920,8160,92,210,8880,6000,24960,23040
3/20/22,333,30780,5762,57,92,87,0.07,13.125,59.41,30,1470,7860,95,180,12540,7530,29400,27930
3/21/22,562,42600,3940,59,89,82,-0.09,13,60.93,27,2130,6450,92,840,11640,5820,26040,23910
3/22/22,291,28020,4902,65,76,75,0.04,13.375,62.36,26,2430,7590,89,1200,8070,4350,22440,20010
3/23/22,592,30000,4545,71,85,84,0.17,13.625,61.12,29,1740,4770,94,480,15270,5880,27660,25920
3/24/22,288,22320,5124,69,81,91,0.19,13.625,66.38,23,1410,6180,95,330,15240,8250,31080,29670
3/25/22,647,40920,4626,67,91,90,-0.02,12.625,58.85,36,1350,10620,95,330,7350,9240,28560,27210
3/26/22,411,35760,6832,69,77,85,0.08,14,68.4,21,1200,8580,95,540,8340,7740,25860,24660
3/27/22,333,36960,5445,67,76,83,0.24,15.125,71.86,18,2250,7080,92,720,9990,7620,26940,24690
3/28/22,216,22500,3675,66,82,80,-0.26,13,62.45,29,1680,9540,93,150,7620,5940,24780,23100
3/29/22,314,24060,5415,64,70,90,0.4,13.875,66.76,17,1800,7260,94,390,11310,9870,30240,28440
3/30/22,298,35520,5172,55,80,69,-0.12,13.5,63.81,26,3870,6480,83,300,7890,4560,22800,18930
3/31/22,270,36420,4556,53,90,88,-0.19,13.125,57.67,34,1110,7560,96,540,11100,7110,26880,25770
4/1/22,803,24840,9210,69,89,85,0.19,13.625,60.08,29,2310,8700,92,450,11220,6270,28500,26190
4/2/22,399,27720,6990,67,91,93,-0.02,13.375,61.31,31,6630,9330,83,840,12600,9780,38340,31710
4/3/22,492,37740,7466,65,85,91,0.25,14,61.63,29,3360,6300,90,1110,13650,9150,32460,29100
4/4/22,259,46680,4251,58,92,86,0.04,13.875,59.41,31,2100,8610,93,390,11010,6600,28320,26220
4/5/22,233,21360,4147,68,79,78,0.15,13.375,59.54,31,1470,7620,94,210,8880,5730,23700,22230
4/6/22,515,39660,6365,68,92,85,-0.02,13,54.51,39,2100,7530,93,660,12690,6000,28320,26220
4/7/22,378,32160,6617,68,89,89,-0.24,12.625,56.09,35,2370,8850,91,930,8850,7770,27840,25470
4/8/22,241,22980,3879,59,95,89,-0.02,13.25,57.98,33,2640,8610,91,570,11610,7800,30660,28020
4/9/22,378,33600,6142,56,98,92,0.08,13.25,60.54,34,2910,10410,91,1320,11190,9150,33660,30750
4/10/22,492,25440,7696,61,96,88,-0.47,13.5,54.89,35,2970,8790,90,1140,11880,6360,30000,27030
4/11/22,270,41340,4597,54,96,86,0,13.375,59.38,32,4530,4980,87,1830,16980,7770,34260,29730
4/12/22,224,25380,4069,60,94,82,0.04,13.5,58.48,31,2700,9240,90,570,9390,5910,27240,24540
4/13/22,206,16440,3455,56,90,77,-0.25,13.125,56.88,34,5130,7350,80,1050,6990,6630,26100,20970
4/14/22,575,29640,8611,55,90,91,0.1,13.75,61.57,35,4110,9810,88,450,11520,8760,34200,30090
4/15/22,707,26640,6525,71,86,84,0.11,14,62.12,28,2400,6000,92,150,11670,9090,29160,26760
4/16/22,684,27120,9743,75,87,94,0.08,13.625,63.7,25,3390,7920,91,1230,15990,9300,36600,33210
4/17/22,360,34380,6040,69,93,88,-0.18,13.25,59.65,33,3000,6420,90,360,14310,6690,30420,27420
